"","ks_goog","avg_jm_goog","jm_coef_var_goog","min_jm_goog","max_jm_goog","avg_nf_goog","nf_coef_var_goog","min_nf_goog","max_nf_goog","shortlist","cc","degree","burt","wc","peer_dev_lda","peer_dev_jacc","cc_orig","contest"
"1",0.16327813,0.19873363,0.21513851,0,1,0.1155135,1.4487984,0,0.77528089,0,0,1,0,156,2.5659132,0.99782819,0.66666669,"Contest_1"
"2",0.14711201,0.27099919,0.18617837,0,1,0.16853933,1.2216004,0,0.85393256,0,0,0,0,74,7.123179,0.99899781,NA,"Contest_1"
"3",0.31431082,0.33710742,0.060863085,0.045977011,0.83146065,0.32584271,1.0954722,0,0.9775281,0,0,0,0,11,30.157763,0.99970776,0.89999998,"Contest_1"
"4",0.17582066,0.27263686,0.14081943,0.037037037,1,0.27849117,0.91090447,0,0.86516851,1,0.5714286,8,1.9677242,53,5.7593813,0.99941552,0.43333334,"Contest_1"
"5",0.16751839,0.20670071,0.16405931,0,1,0.11452031,1.1076934,0,0.48314607,0,0.66666669,3,1.5214474,75,2.5383983,0.99891442,0.43333334,"Contest_1"
"6",0.1883211,0.28021953,0.086820252,0.032258064,1,0.27929375,0.79837495,0,0.73033708,0,0,0,0,61,NA,0.99903977,0.43333334,"Contest_1"
"7",0.13952972,0.2724472,0.25724551,0,1,0.15149167,1.4411669,0,0.86516851,0,0.5714286,8,1.9677242,110,NA,0.99883074,0.43333334,"Contest_1"
"8",0.18189372,0.28485906,0.18440759,0.052631579,1,0.23158552,1.1612872,0,0.9775281,1,0,0,0,39,NA,0.9992485,0.60000002,"Contest_1"
"9",0.1154945,0.22962798,0.12537807,0,1,0.17187974,1.1786267,0,0.86516851,0,0,0,0,123,NA,0.99853861,0.53571427,"Contest_1"
"10",0.10137656,0.21867661,0.28338408,0,1,0.12958102,1.3426403,0,0.86516851,0,0.33333334,4,1.5110544,341,2.5811336,0.99590611,0.28104576,"Contest_1"
"11",0.049048495,0.22339067,0.20236284,0,1,0.15449437,1.334884,0,0.86516851,0,0,3,0.75,205,2.5725303,0.99724334,0.28104576,"Contest_1"
"12",0.23909979,0.30024716,0.10274944,0.032258064,1,0.30218807,0.77072918,0,0.86516851,0,0,0,0,47,3.1687343,0.99916506,0.80000001,"Contest_1"
"13",0.19992912,0.18299319,0.23072042,0,1,0.14351378,1.0243239,0,0.5955056,0,0,0,0,84,30.09053,0.99832976,0.2962963,"Contest_1"
"14",0.088629104,0.22741769,0.25159714,0,1,0.14346197,1.216779,0,0.75280899,0,0,0,0,245,1.8109734,0.99728566,0.60000002,"Contest_1"
"15",0.13339917,0.24701902,0.1689534,0.045454547,1,0.19311798,1.1671255,0,0.9775281,0,0,0,0,49,14.297549,0.9992485,0.35714287,"Contest_1"
"16",0.066491008,0.2213503,0.18764605,0,1,0.13605276,1.430339,0,0.86516851,0,0,0,0,103,33.047745,0.99824589,0.83333331,"Contest_1"
"17",0.10197257,0.21997559,0.28646311,0,1,0.1735955,1.3390095,0,0.9775281,0,0,0,0,161,3.2540445,0.99736929,0.86666667,"Contest_1"
"18",0.48181358,0.41585624,0.049436204,0.050000001,0.18181819,0.083467096,1.7943451,0,0.43820226,0,0,0,0,12,NA,0.99991649,0.5,"Contest_1"
"19",0.22246258,0.30920163,0.22510724,0.030303031,1,0.27364987,1.0007935,0,0.86516851,0,0,0,0,106,5.2985811,0.99862212,0.60000002,"Contest_1"
"20",0.20720415,0.29558888,0.14088769,0.030303031,1,0.12983771,1.1632628,0,0.48314607,0,0,0,0,52,NA,0.99929023,0.60000002,"Contest_1"
"21",0.16862679,0.27228874,0.21262328,0.037037037,1,0.10393258,1.6532207,0,0.77528089,0,0,1,0,54,3.2002473,0.99908143,0.11852502,"Contest_1"
"22",0.21703807,0.31581593,0.20301113,0.039999999,1,0.18452895,1.390164,0,0.86516851,0,0.33333334,4,1.1169388,100,1.2596061,0.99899793,0.11852502,"Contest_1"
"23",0.28107989,0.32601255,0.13548033,0.060606062,1,0.17495987,1.4544973,0,0.9775281,0,0.10708899,52,4.0155058,47,14.178257,0.99945724,0.11852502,"Contest_1"
"24",0.14233026,0.2683759,0.16531852,0,1,0.25380039,1.0408005,0,0.9775281,0,0.067251459,19,1.9827698,91,4.8173118,0.9984135,0.11852502,"Contest_1"
"25",0.20713246,0.27610722,0.11522323,0.033333335,1,0.20158625,1.155876,0,0.86516851,0,0.33333334,4,1.1169388,90,10.94874,0.99866384,0.11852502,"Contest_1"
"26",0.082978286,0.2472132,0.1549623,0,1,0.19347766,1.2486091,0,0.86516851,0,0.11058824,51,3.9647193,149,7.1971178,0.99816287,0.11852502,"Contest_1"
"27",0.18721531,0.27958733,0.15249248,0.027777778,1,0.22338149,1.0871567,0,0.9775281,0,0,1,0,120,1.7994331,0.99828804,0.11852502,"Contest_1"
"28",0.25933823,0.35261235,0.23643155,0.054054055,1,0.088089891,2.0704732,0,0.77528089,0,0.092307694,40,2.7321348,77,3.2030468,0.99895626,0.11852502,"Contest_1"
"29",0.21990883,0.33058998,0.26880348,0.07692308,1,0.096441947,1.4998978,0,0.52808988,0,0.092307694,40,2.7321348,66,29.734447,0.99895614,0.11852502,"Contest_1"
"30",0.27727586,0.30515969,0.20282388,0.027777778,1,0.14688955,1.3559134,0,0.77528089,0,0.12121212,12,1.6745272,146,2.4798732,0.99841315,0.11852502,"Contest_1"
"31",0.17016086,0.26528785,0.10724795,0.037037037,1,0.19422151,1.0888661,0,0.73033708,0,0.08599034,46,3.296365,102,32.871365,0.99849689,0.11852502,"Contest_1"
"32",0.14380699,0.24452388,0.17505787,0,1,0.1506153,1.4591914,0,0.9775281,0,0.16071428,8,1.5234758,258,3.2654755,0.99599129,0.11852502,"Contest_1"
"33",0.16946444,0.28650352,0.20819955,0,1,0.19288389,1.2656251,0,0.86516851,0,0.1044898,50,4.1059704,140,7.1918821,0.99803776,0.11852502,"Contest_1"
"34",0.31554312,0.33705032,0.16989388,0.039215688,1,0.26046985,1.1195031,0,0.9775281,0,0.093023255,43,3.227416,75,2.5331659,0.99887282,0.11852502,"Contest_1"
"35",0.1554978,0.2680383,0.32026818,0.041666668,1,0.09771876,1.791056,0,0.86516851,0,0.12121212,12,1.6745272,114,12.645913,0.99858046,0.11852502,"Contest_1"
"36",0.29017684,0.31966332,0.1223835,0,1,0.19574216,1.4432774,0,0.9775281,0,0.086473428,46,3.3107951,102,3.2264597,0.99862176,0.11852502,"Contest_1"
"37",0.35042766,0.37570393,0.18740925,0.03846154,1,0.23896958,1.1918366,0,0.9775281,0,0.086473428,46,3.3107951,111,31.51906,0.99812078,0.11852502,"Contest_1"
"38",0.13486768,0.26388383,0.16215011,0,1,0.16827181,1.4878461,0,0.9775281,0,0.088269457,42,2.9862959,119,NA,0.9982878,0.11852502,"Contest_1"
"39",0.35045308,0.35172281,0.13622501,0.035714287,1,0.19918284,1.3976029,0,0.9775281,1,0.069747902,35,2.7880259,112,7.1954355,0.99837101,0.11852502,"Contest_1"
"40",0.085890286,0.22571337,0.21547222,0,1,0.14939658,1.4130198,0,0.86516851,0,0.10708899,52,4.0528941,220,4.9727283,0.99786985,0.11852502,"Contest_1"
"41",0.05961008,0.22530481,0.19406094,0,1,0.17018053,1.2592852,0,0.9775281,0,0.068627454,34,2.6057231,260,45.739662,0.9959482,0.11852502,"Contest_1"
"42",0.1372162,0.24404004,0.3052676,0,1,0.1074267,1.9050606,0,0.86516851,0,0.12121212,12,1.6745272,121,1.8028181,0.99816287,0.11852502,"Contest_1"
"43",0.21489458,0.29415783,0.15204404,0.035714287,1,0.25655431,1.0407695,0,0.9775281,0,0.068907566,35,2.6147339,102,3.2185197,0.99853867,0.11852502,"Contest_1"
"44",0.15801793,0.27758044,0.17033093,0,1,0.20678939,1.124748,0,0.9775281,0,0.067251459,19,1.9827698,174,2.3204136,0.99753654,0.11852502,"Contest_1"
"45",0.099658154,0.24909586,0.19663641,0,1,0.24409144,1.1395255,0,0.9775281,0,0,0,0,126,1.7940177,0.99866396,0.11852502,"Contest_1"
"46",0.092792206,0.24679585,0.31757283,0,1,0.15412338,1.0758662,0,0.77528089,0,0,0,0,182,2.569195,0.9978286,0.53571427,"Contest_1"
"47",0.2173229,0.29905373,0.10765339,0.041666668,1,0.18236819,1.4544127,0,0.9775281,0,0,0,0,36,24.649576,0.99954075,1,"Contest_1"
"48",0.16360651,0.26712757,0.13632469,0,1,0.19030899,1.4102138,0,0.9775281,0,0,0,0,107,1.8010662,0.99803734,0.5,"Contest_1"
"49",0.15699477,0.26194191,0.22055942,0,1,0.17780694,1.2292997,0,0.9775281,0,0,0,0,634,3.2786398,0.99360794,0.8214286,"Contest_1"
"50",0.1549813,0.26191029,0.18717961,0,1,0.19016552,1.191643,0,0.9775281,0,0,0,0,486,1.8165895,0.99623889,0.5714286,"Contest_1"
"51",0.037498888,0.20792423,0.21781716,0,1,0.13849667,1.3680308,0,0.86516851,0,0.1108871,32,2.2056448,764,2.5889575,0.99185359,0.1251509,"Contest_1"
"52",0.11736517,0.1905345,0.25485501,0,1,0.13670412,1.3890303,0,0.86516851,0,0.12197581,32,2.2055557,383,2.0635779,0.99507016,0.1251509,"Contest_1"
"53",0.025010567,0.21309781,0.20971973,0,1,0.14387503,1.3751945,0,0.86516851,0,0.1108871,32,2.2056448,556,1.7423522,0.99314952,0.1251509,"Contest_1"
"54",0.12112167,0.24157974,0.26768351,0,1,0.16888505,1.3312163,0,0.9775281,0,0.1108871,32,2.2056644,466,1.5819304,0.99427712,0.1251509,"Contest_1"
"55",0.2608858,0.18584254,0.38858977,0,1,0.12973782,1.4274377,0,0.86516851,0,0.11303192,48,2.6384845,256,3.178545,0.99715978,0.1251509,"Contest_1"
"56",0.15618405,0.25255412,0.18348572,0,1,0.17883895,1.2460183,0,0.9775281,0,0,0,0,243,14.755726,0.99699259,1,"Contest_1"
"57",0.06003242,0.20709245,0.17907202,0,1,0.14968705,1.3142537,0,0.9775281,0,0,0,0,510,1.4127164,0.99368912,0.66666669,"Contest_1"
"58",0.15409863,0.24946286,0.21579953,0,1,0.17752808,1.2687098,0,0.77528089,0,0.3128655,19,1.7788295,92,1.7910713,0.99899781,0.24893314,"Contest_1"
"59",0.12376786,0.20870304,0.27018005,0,1,0.14623766,1.3125566,0,0.77528089,0,0.40659341,14,1.6950885,212,45.674908,0.9972024,0.24893314,"Contest_1"
"60",0.13024941,0.25608209,0.19604884,0,1,0.21314266,1.3045965,0,0.9775281,0,0.33333334,3,1.3622806,86,2.54879,0.99853867,0.24893314,"Contest_1"
"61",0.1400335,0.23311608,0.20811197,0,1,0.20910551,1.2646207,0,0.9775281,0,0,0,0,221,33.316219,0.99657565,0.24893314,"Contest_1"
"62",0.19898753,0.22105667,0.28492424,0,1,0.14733599,1.4756463,0,0.86516851,0,0.21296297,28,2.3157415,217,7.2353663,0.99741071,0.24893314,"Contest_1"
"63",0.056814399,0.223986,0.25638124,0,1,0.15399462,1.3852758,0,0.9775281,0,0,0,0,518,1.4064485,0.99352008,0.39285713,"Contest_1"
"64",0.075806081,0.23324566,0.1895953,0,1,0.15592754,1.3180196,0,0.86516851,0,0,0,0,194,2.5663223,0.99786997,0.77777779,"Contest_1"
"65",0.19014692,0.29613951,0.30427071,0,1,0.13033707,1.7080282,0,0.9775281,0,0.75,5,1.6304175,69,3.2030528,0.99903971,0.77777779,"Contest_1"
"66",0.1400248,0.27532622,0.2721689,0,1,0.1610487,1.5572715,0,0.9775281,0,0.5,8,1.853771,135,NA,0.99862176,0.77777779,"Contest_1"
"67",0.15622503,0.21195816,0.26334271,0,1,0.1329588,1.4329835,0,0.9775281,0,0.16666667,3,0.94444442,102,NA,0.99862218,0.77777779,"Contest_1"
"68",0.57833058,0.52521932,0.056275103,0.16666667,1,0.087390758,1.606746,0,0.39325842,0,0,0,0,16,2.4165328,0.99966598,0.80952382,"Contest_1"
"69",0.22296649,0.18967615,0.14649689,0,1,0.13514356,1.5143267,0,0.86516851,0,0,0,0,85,32.903275,0.99866378,0.60000002,"Contest_1"
"70",0.19176246,0.20978278,0.38803765,0,1,0.13418572,1.7024814,0,0.9775281,0,0.16666667,4,1.1018056,286,1.6702844,0.99649137,0.47619048,"Contest_1"
"71",0.15105422,0.27304056,0.20287473,0,1,0.11721144,1.6754295,0,0.86516851,0,0.30000001,5,1.1704861,155,2.5701203,0.99807858,0.47619048,"Contest_1"
"72",0.21032618,0.30169424,0.23258033,0,1,0.16080549,1.4646834,0,0.9775281,0,0.30000001,5,1.273116,221,33.136253,0.99661595,0.47619048,"Contest_1"
"73",0.31514692,0.34827095,0.16934669,0.083333336,1,0.1269663,1.1586163,0,0.41573033,0,0,0,0,46,43.243927,0.99941552,0.22299652,"Contest_1"
"74",0.98181361,0,0,0,0,0.018726591,2.236068,0,0.11235955,0,0.23320158,23,1.8336624,22,26.622643,0.99979126,0.22299652,"Contest_1"
"75",0.10018701,0.19627489,0.20539343,0,1,0.10195589,1.5651238,0,0.86516851,0,0.22166666,25,1.8385644,279,NA,0.99686718,0.22299652,"Contest_1"
"76",0.096186928,0.20229252,0.22371362,0,1,0.12112907,1.5464194,0,0.86516851,0,0.51785713,8,1.6333736,447,11.784675,0.99544352,0.22299652,"Contest_1"
"77",0.068938524,0.19178709,0.14753765,0,1,0.082250699,1.9231622,0,0.9775281,0,0.23,25,1.9135224,814,1.4110262,0.99232638,0.22299652,"Contest_1"
"78",0.098808259,0.19707906,0.1948293,0,1,0.092022471,1.706014,0,0.9775281,0,0.22666667,25,1.9571657,635,1.8184859,0.99242771,0.22299652,"Contest_1"
"79",0.18389256,0.18755512,0.17907195,0,1,0.087792799,1.5760231,0,0.66292137,0,0.22166666,25,1.8385644,155,14.342866,0.99807847,0.22299652,"Contest_1"
"80",0.10257047,0.21553123,0.1943561,0,1,0.12578788,1.6029603,0,0.9775281,0,0.33333334,4,1.2936499,179,1.8106256,0.99674243,0.22299652,"Contest_1"
"81",0.255568,0.23075765,0.22471,0,1,0.039440494,2.5141299,0,0.49438202,0,0.23,25,1.9135224,156,NA,0.99870467,0.22299652,"Contest_1"
"82",0.059081014,0.20812693,0.23736797,0,1,0.14900605,1.2745646,0,0.86516851,0,0.033333335,6,0.90277779,555,1.8176312,0.99448436,0.47435898,"Contest_1"
"83",0.12794578,0.17879456,0.18068655,0,1,0.069458634,1.9870298,0,0.9775281,0,0,0,0,1300,26.215096,0.99071038,1,"Contest_1"
"84",0.071869001,0.22550048,0.31365412,0,1,0.15917604,1.1869999,0,0.86516851,0,0,0,0,195,26.006752,0.99749434,0.60000002,"Contest_1"
"85",0.075547002,0.23226318,0.28447077,0,1,0.13569187,1.4238241,0,0.9775281,0,0,0,0,880,4.223917,0.99138218,0.43859649,"Contest_1"
"86",0.15398909,0.25884718,0.12848915,0.027777778,1,0.17357613,1.1985048,0,0.86516851,0,0.26679841,23,2.6502733,66,3.2166586,0.99883085,0.28387097,"Contest_1"
"87",0.19935481,0.27610481,0.20011003,0,1,0.13851538,1.5593296,0,0.86516851,0,0.46666667,6,1.7766302,175,36.177052,0.99753594,0.28387097,"Contest_1"
"88",0.068033539,0.23024021,0.14506054,0,1,0.11714865,1.5970447,0,0.86516851,0,0.375,8,2.1388721,183,NA,0.99757791,0.28387097,"Contest_1"
"89",0.13601878,0.26165727,0.21069577,0,1,0.13927358,1.576992,0,0.86516851,0,0.41666666,4,1.6615837,102,5.657042,0.99832946,0.28387097,"Contest_1"
"90",0.21513146,0.26594836,0.1421289,0,1,0.11040547,1.986504,0,0.86516851,0,0.32222223,10,2.017982,65,NA,0.99912316,0.28387097,"Contest_1"
"91",0.11206998,0.24410269,0.19042435,0,1,0.18816841,1.1155683,0,0.86516851,0,0.35620916,18,2.4095397,196,14.862259,0.9963668,0.28387097,"Contest_1"
"92",0.2131716,0.28973499,0.1005161,0.064516127,1,0.11797753,1.6212742,0,0.73033708,0,0.32222223,10,2.0194335,53,25.393553,0.99903977,0.28387097,"Contest_1"
"93",0.13297237,0.24333113,0.15018986,0,1,0.15455681,1.4064246,0,0.86516851,1,0,0,0,108,3.2456827,0.99820429,0.28387097,"Contest_1"
"94",0.15582585,0.24687754,0.21405992,0,1,0.087243885,2.071717,0,0.86516851,0,0.30952382,15,2.2583323,79,14.651323,0.99858046,0.28387097,"Contest_1"
"95",0.2846854,0.32581159,0.18786603,0,1,0.10999408,1.8768678,0,0.86516851,0,0.31060606,12,2.3231277,128,36.047012,0.99849659,0.28387097,"Contest_1"
"96",0.35500774,0.18982732,0.050994467,0,0.33333334,0.065617979,1.8041673,0,0.52808988,0,0.31060606,12,2.2011187,65,NA,0.99899799,0.28387097,"Contest_1"
"97",0.14421804,0.22490664,0.23039535,0,1,0.17624398,1.2133307,0,0.86516851,0,0.38095239,7,1.7403378,92,NA,0.99824655,0.28387097,"Contest_1"
"98",0.47266477,0.41759071,0.048865985,0.09375,0.29166666,0.14285715,1.0499457,0,0.39325842,0,1,2,1.53125,11,2.3498495,0.99979126,0.28387097,"Contest_1"
"99",0.1422485,0.20815334,0.15069915,0,1,0.21500152,1.01366,0,0.85393256,0,0,0,0,78,16.405499,0.99853849,1,"Contest_1"
"100",0.1533038,0.19123851,0.23940946,0,1,0.082007878,1.7047062,0,0.51685393,0,0.5,10,2.4159582,247,4.684721,0.99661696,0.46842104,"Contest_1"
"101",0.13088146,0.20627491,0.16720441,0,1,0.076779023,2.0379796,0,0.9775281,0,0.5,3,1.6283813,163,30.29483,0.997536,0.46842104,"Contest_1"
"102",0.15112747,0.21826516,0.34429219,0,1,0.11235955,1.5493337,0,0.86516851,0,0.40000001,5,1.9886907,151,33.166451,0.99820435,0.46842104,"Contest_1"
"103",0.073689178,0.21352726,0.18978916,0,1,0.14981273,1.3304428,0,0.9775281,0,0,0,0,125,2.569195,0.99787039,0.46842104,"Contest_1"
"104",0.21343105,0.32308266,0.21963911,0,1,0.20099875,1.1603907,0,0.86516851,0,0,0,0,229,2.5720427,0.99791205,0.93333334,"Contest_1"
"105",0.12162181,0.24763574,0.17237107,0,1,0.20724095,1.1639764,0,0.86516851,0,0,0,0,179,5.9104614,0.99820477,0.93333334,"Contest_1"
"106",0.18830489,0.27338076,0.17129768,0,1,0.23351246,1.0700648,0,0.86516851,0,0.1724138,30,2.4155791,169,7.1919103,0.99812102,0.13033314,"Contest_1"
"107",0.12601246,0.23812379,0.12997268,0,1,0.14503025,1.3643758,0,0.86516851,0,0.16798419,23,2.0468061,165,30.285971,0.99749434,0.13033314,"Contest_1"
"108",0.17534924,0.26307547,0.16756676,0,1,0.19546323,1.3095145,0,0.9775281,0,0.18666667,25,2.2496779,165,33.166451,0.99770343,0.13033314,"Contest_1"
"109",0.19756016,0.19568577,0.12290795,0,1,0.18539326,1.0393248,0,0.86516851,0,0.1491228,39,2.967222,48,NA,0.99912316,0.13033314,"Contest_1"
"110",0.10539291,0.20843607,0.15658009,0,1,0.17671093,1.1218996,0,0.85393256,0,0.23333333,10,1.7098552,153,45.454391,0.99807858,0.13033314,"Contest_1"
"111",0.13721326,0.2195863,0.18119922,0,1,0.14010549,1.4881364,0,0.86516851,0,0.16951567,27,2.2739024,134,1.4669315,0.99832892,0.13033314,"Contest_1"
"112",0.14446701,0.2247856,0.17091572,0,1,0.1016998,1.8885647,0,0.9775281,0,0.2361111,9,1.5888655,166,2.5611184,0.99841291,0.13033314,"Contest_1"
"113",0.13937038,0.26769653,0.29032111,0,1,0.15855181,1.507984,0,0.9775281,0,0.15615615,37,2.9077785,182,7.2136831,0.99820429,0.13033314,"Contest_1"
"114",0.11926274,0.25204214,0.23364399,0,1,0.16608146,1.4438601,0,0.9775281,0,0.20454545,12,1.5666007,113,14.658799,0.99858046,0.13033314,"Contest_1"
"115",0.16756569,0.20174953,0.12110555,0,1,0.16138917,1.3659747,0,0.86516851,0,0.17572464,24,2.143908,109,25.619429,0.99887246,0.13033314,"Contest_1"
"116",0.082847156,0.23675047,0.17897123,0,1,0.30087391,0.88835454,0,0.9775281,0,0.1491228,39,2.967222,72,7.1071529,0.99878931,0.13033314,"Contest_1"
"117",0.15323107,0.26656079,0.22512728,0,1,0.15449437,1.4658525,0,0.9775281,0,0.15546219,35,2.7704868,122,NA,0.99849683,0.13033314,"Contest_1"
"118",0.21879195,0.28978464,0.14390612,0,1,0.20127015,1.277836,0,0.9775281,0,0,2,0.55555558,150,14.727333,0.99816263,0.13033314,"Contest_1"
"119",0.144779,0.24895699,0.16064271,0,1,0.13877922,1.378132,0,0.68539327,0,0,0,0,71,1.7952878,0.998622,0.83333331,"Contest_1"
"120",0.099375628,0.18476327,0.15455124,0,1,0.10642055,1.4619042,0,0.66292137,0,0,0,0,349,NA,0.99498224,1,"Contest_1"
"121",0.1703189,0.22882845,0.22076356,0,1,0.16314606,1.5090184,0,0.9775281,0,0,0,0,76,NA,0.99883103,0.32193732,"Contest_1"
"122",0.17092228,0.20808475,0.25553399,0,1,0.18674932,1.2732202,0,0.86516851,0,0.5138889,9,1.4083223,86,NA,0.99878925,0.32193732,"Contest_1"
"123",0.22053376,0.30387327,0.038383648,0.088888891,0.41999999,0.12734082,1.4031601,0,0.49438202,0,0,0,0,52,2.5160596,0.99912322,0.95238096,"Contest_1"
"124",0.26752788,0.27474168,0.047652643,0,0.27848101,0.15505618,1.6154058,0,0.86516851,1,0.64999998,5,1.5661278,20,3.0701804,0.99962425,0.55789477,"Contest_1"
"125",0.23532301,0.3043718,0.23317386,0.027027028,1,0.15489566,1.2628783,0,0.86516851,0,0.54444444,10,1.9630454,55,NA,0.99874747,0.55789477,"Contest_1"
"126",0.12467074,0.23007295,0.1127741,0,1,0.13385442,1.2628686,0,0.73033708,0,0,0,0,73,NA,0.99895602,0.55789477,"Contest_1"
"127",0.14422248,0.21001841,0.30065972,0,1,0.082255669,1.8150443,0,0.86516851,0,0,0,0,178,NA,0.99807858,0,"Contest_1"
"128",0.20319635,0.27534005,0.21878806,0,1,0.13483146,1.5990448,0,0.86516851,0,0,0,0,35,44.378418,0.99916494,0.75,"Contest_1"
"129",0.15795621,0.17640026,0.16243444,0,1,0.14649141,1.2535135,0,0.86516851,0,0.4107143,8,1.4709973,303,1.8139731,0.99607253,0.34632036,"Contest_1"
"130",0.084580392,0.2165722,0.13360997,0,1,0.12942156,1.011171,0,0.52808988,0,0,0,0,77,29.762878,0.99878931,0.34632036,"Contest_1"
"131",0.18181425,0.18368891,0.24112917,0,1,0.13877134,1.3688954,0,0.86516851,0,0,0,0,275,7.0036573,0.9969511,0.34632036,"Contest_1"
"132",0.13957393,0.25119439,0.10897487,0,1,0.11672909,1.7400727,0,0.86516851,0,0,0,0,130,35.925594,0.998622,0.44166666,"Contest_1"
"133",0.24848026,0.31151602,0.20543879,0.064516127,1,0.037012558,1.9900101,0,0.21348314,0,0,0,0,121,NA,0.99883062,0.89999998,"Contest_1"
"134",0.16249907,0.26034746,0.14752996,0.033333335,1,0.20349564,1.0959638,0,0.86516851,0,0,0,0,132,6.6425228,0.9983716,0.65454543,"Contest_1"
"135",0.11932696,0.18873237,0.19523109,0,1,0.10058855,1.3834952,0,0.49438202,0,0,0,0,201,13.383392,0.99719983,0.42222223,"Contest_1"
"136",0.09648177,0.20001237,0.13817824,0,1,0.17308152,1.1434278,0,0.85393256,0,0,0,0,161,45.393883,0.99795413,0.60714287,"Contest_1"
"137",0.29778183,0.339286,0.17690782,0.025641026,1,0.22781867,1.1507537,0,0.86516851,0,0.52222222,10,1.7941709,80,3.2264757,0.99883085,0.36842105,"Contest_1"
"138",0.05590634,0.22421245,0.15781668,0,1,0.15881267,1.3658245,0,0.86516851,0,0.54761904,7,1.8321604,186,1.5955664,0.9974525,0.36842105,"Contest_1"
"139",0.16595133,0.20521019,0.18358402,0,1,0.11925882,1.7226312,0,0.86516851,0,0,0,0,132,7.2047396,0.99791181,0.36842105,"Contest_1"
"140",0.20840198,0.26688561,0.1012295,0,1,0.15069398,1.3960431,0,0.86516851,0,0.54761904,7,1.9509878,158,NA,0.99732721,0.36842105,"Contest_1"
"141",0.25954491,0.29388514,0.084197894,0.029411765,1,0.21261884,1.0695306,0,0.86516851,0,0.5535714,8,1.8496275,52,3.2030473,0.99899787,0.36842105,"Contest_1"
"142",0.2166812,0.28822267,0.10682885,0.037037037,1,0.26404494,1.0136684,0,0.9775281,0,0.51111114,10,1.8211282,52,NA,0.99878919,0.36842105,"Contest_1"
"143",0.28075331,0.17002249,0.23686379,0,1,0.074857727,1.8011063,0,0.60674155,0,0,0,0,198,14.833717,0.99640965,0.93333334,"Contest_1"
"144",0.28075331,0.17002249,0.23686379,0,1,0.074857727,1.8011063,0,0.60674155,0,0,0,0,198,14.833717,0.99640965,0.93333334,"Contest_1"
"145",0.98181361,0,0,0,0,0.012841091,2.4494898,0,0.089887641,0,0,0,0,23,13.462517,0.99983299,0.71428573,"Contest_1"
"146",0.060086194,0.21668574,0.23185705,0,1,0.12312734,1.1110927,0,0.51685393,0,0,0,0,161,3.2544568,0.99816239,0.66666669,"Contest_1"
"147",0.13524552,0.24417061,0.19161959,0,1,0.14096016,1.4566028,0,0.77528089,0,0,0,0,90,7.1881323,0.9983297,0.33333334,"Contest_1"
"148",0.16225553,0.23700401,0.19005184,0,1,0.22303371,1.1270766,0,0.86516851,0,0,0,0,87,2.5190659,0.99916494,0.73333335,"Contest_1"
"149",0.17738801,0.20078106,0.16002925,0,1,0.12942156,1.5300939,0,0.85393256,0,0,0,0,77,NA,0.99895614,0.73333335,"Contest_1"
"150",0.10837279,0.22244538,0.14497505,0.028571429,1,0.18687168,0.75280547,0,0.51685393,0,0.59722221,9,1.5154566,57,32.185764,0.99920678,0.73333335,"Contest_1"
"151",0.64848024,0.51136363,0,0.022727273,0.022727273,0.072231136,2.03985,0,0.42696628,0,0,0,0,24,NA,0.99970776,1,"Contest_1"
"152",0.16288079,0.21864924,0.22520126,0,1,0.14343773,1.4919878,0,0.86516851,0,0.093137257,52,1.699863,141,2.5650752,0.9981209,0.12402191,"Contest_1"
"153",0.2339886,0.1992093,0.29351532,0,1,0.12808989,1.3658946,0,0.86516851,0,0.16,26,1.4831374,123,3.241334,0.99824613,0.12402191,"Contest_1"
"154",0.18454786,0.22859761,0.17782606,0,1,0.10058855,1.2412208,0,0.42696628,0,0,0,0,55,25.290545,0.99912328,0.12402191,"Contest_1"
"155",0.12328047,0.19351332,0.17818005,0,1,0.10762282,1.6606313,0,0.86516851,0,0,0,0,289,1.3540102,0.99628037,1,"Contest_1"
"156",0.38181359,0.38863829,0.046594959,0.1038961,0.30434781,0.1845907,1.5538719,0,0.86516851,0,0,1,0,21,6.5060625,0.99974948,0.71111113,"Contest_1"
"157",0.18676062,0.23675802,0.17800938,0,1,0.15008026,1.4949466,0,0.86516851,0,0,1,0,71,2.5383968,0.99891436,0.72727275,"Contest_1"
"158",0.11848633,0.24735591,0.14770474,0,1,0.14963004,1.4923178,0,0.86516851,0,0,1,0,97,1.5481261,0.99853837,0.72727275,"Contest_1"
"159",0.12680386,0.23478866,0.26800919,0,1,0.15089691,1.314801,0,0.86516851,0,0,0,0,556,9.5068989,0.99506915,1,"Contest_1"
"160",0.066837743,0.23144653,0.24246037,0,1,0.10812304,1.529268,0,0.86516851,0,0.93333334,6,1.4992864,188,3.259876,0.99757719,0.37878788,"Contest_1"
"161",0.12959124,0.17497058,0.20793734,0,1,0.077349789,1.9526582,0,0.9775281,0,0,0,0,1608,17.985516,0.9850859,0.37878788,"Contest_1"
"162",0.11997647,0.24527772,0.1494925,0,1,0.20275791,1.1506979,0,0.9775281,0,0,0,0,131,2.5605497,0.99807942,0.60000002,"Contest_1"
"163",0.18651272,0.28369939,0.18760976,0.025641026,1,0.14665878,1.5707806,0,0.9775281,0,0,0,0,75,3.1785836,0.99908149,1,"Contest_1"
