"wc","winner","shortlist","peer_dev_lda","peer_dev_jacc","ks_goog","contest"
190,0,0,7.4758987,0.99086142,0.30999002,"Contest_10"
495,0,0,5.8285065,0.98022473,0.06944605,"Contest_10"
36,0,0,32.238892,0.99835205,0.2722964,"Contest_10"
182,0,0,4.9913816,0.99235958,0.31189033,"Contest_10"
313,0,0,38.553425,0.98741573,0.12832393,"Contest_10"
155,0,0,38.319805,0.99220973,0.08192452,"Contest_10"
487,0,0,5.3248863,0.98277152,0.12635858,"Contest_10"
128,0,0,33.748894,0.99355805,0.31647924,"Contest_10"
441,0,0,4.0136294,0.98157305,0.11311876,"Contest_10"
158,0,0,4.7856674,0.99176031,0.15377681,"Contest_10"
148,0,0,34.684883,0.9919101,0.17690973,"Contest_10"
220,0,0,7.914722,0.99086142,0.041172829,"Contest_10"
263,0,0,3.4710903,0.99176031,0.39826205,"Contest_10"
49,0,0,7.6562181,0.99790263,0.54926163,"Contest_10"
140,0,0,9.6533623,0.99205995,0.15490042,"Contest_10"
64,0,0,3.4079487,0.9967041,0.25861922,"Contest_10"
156,0,0,10.963802,0.99340826,0.17062113,"Contest_10"
241,0,0,4.9975801,0.98996252,0.24680312,"Contest_10"
141,0,0,34.599331,0.99370784,0.19287884,"Contest_10"
55,0,0,3.2016542,0.99745321,0.19946054,"Contest_10"
105,0,0,7.8433943,0.99460673,0.339946,"Contest_10"
123,0,0,3.0050907,0.99340826,0.13721742,"Contest_10"
495,0,0,3.2943811,0.98172283,0.090915166,"Contest_10"
122,0,0,5.4203734,0.99490637,0.23728697,"Contest_10"
124,0,0,3.4454429,0.99490637,0.22612126,"Contest_10"
97,0,0,7.8050842,0.99550563,0.22323655,"Contest_10"
160,0,0,4.9886775,0.99146068,0.11893694,"Contest_10"
317,0,0,2.0585599,0.98397005,0.11830578,"Contest_10"
381,0,0,11.298823,0.98891383,0.18540978,"Contest_10"
259,0,0,3.2836752,0.98861426,0.18631475,"Contest_10"
126,0,0,3.4117231,0.99505615,0.18216236,"Contest_10"
482,0,0,8.9975672,0.98187268,0.077789649,"Contest_10"
68,0,0,37.700592,0.99595505,0.32826522,"Contest_10"
456,0,0,34.913982,0.98906368,0.24139304,"Contest_10"
134,0,0,10.961281,0.99445695,0.09582065,"Contest_10"
425,0,0,5.0176592,0.98397005,0.18938726,"Contest_10"
206,0,0,5.4546003,0.992809,0.21871541,"Contest_10"
267,0,0,2.4174654,0.99116105,0.11159836,"Contest_10"
134,0,0,9.6110191,0.9943071,0.30637345,"Contest_10"
275,0,0,4.8759112,0.98861426,0.14644347,"Contest_10"
314,0,0,4.9373612,0.98606741,0.05443833,"Contest_10"
304,0,0,6.7051649,0.9871161,0.2291552,"Contest_10"
161,0,0,11.21408,0.99235958,0.11552476,"Contest_10"
482,0,0,3.2950113,0.98322099,0.048921067,"Contest_10"
495,0,0,2.1527681,0.98187268,0.18963808,"Contest_10"
162,0,0,38.313683,0.99340826,0.21463749,"Contest_10"
127,0,0,9.6199741,0.99310863,0.16369294,"Contest_10"
48,0,0,10.708066,0.99730337,0.40787661,"Contest_10"
226,0,0,9.6702719,0.98966295,0.1075635,"Contest_10"
190,0,0,18.56279,0.99011236,0.12213676,"Contest_10"
266,0,0,11.283587,0.98816478,0.042590536,"Contest_10"
227,0,0,34.196018,0.99086142,0.20087175,"Contest_10"
208,0,0,7.3539486,0.99116105,0.07414569,"Contest_10"
274,0,0,11.36701,0.98786515,0.077283941,"Contest_10"
224,0,0,4.995122,0.9895131,0.10302266,"Contest_10"
193,0,0,9.6568241,0.99056178,0.12485839,"Contest_10"
463,0,0,4.0487466,0.97827715,0.077712014,"Contest_10"
103,0,0,4.7278223,0.99625468,0.21002217,"Contest_10"
161,0,0,4.9727378,0.99295878,0.22969557,"Contest_10"
464,0,0,5.4782605,0.98651683,0.043762088,"Contest_10"
137,0,0,2.1829317,0.99310863,0.12571321,"Contest_10"
50,0,0,3.1816881,0.99715358,0.17547694,"Contest_10"
85,0,0,14.849144,0.9961049,0.11603519,"Contest_10"
64,0,0,11.125238,0.99490637,0.17070763,"Contest_10"
264,0,0,5.1978397,0.98546815,0.089727759,"Contest_10"
207,0,0,3.2807624,0.98981273,0.11170928,"Contest_10"
115,0,0,10.95308,0.99265915,0.073079884,"Contest_10"
153,0,0,14.995978,0.99385768,0.26360825,"Contest_10"
226,0,0,2.9314303,0.98921347,0.17857847,"Contest_10"
89,0,0,33.70137,0.99685395,0.34604901,"Contest_10"
168,0,0,3.2715037,0.99205995,0.12852781,"Contest_10"
273,0,0,3.0245142,0.98666668,0.09307044,"Contest_10"
117,0,0,4.8239017,0.9961049,0.16137286,"Contest_10"
179,0,0,7.8983159,0.9919101,0.079623945,"Contest_10"
282,0,0,17.228436,0.99205995,0.091977231,"Contest_10"
83,0,0,4.8067489,0.99535578,0.16040523,"Contest_10"
126,0,0,18.4681,0.99265915,0.11702873,"Contest_10"
153,0,0,10.281297,0.99146068,0.093976915,"Contest_10"
133,0,0,11.194818,0.99385768,0.12510525,"Contest_10"
190,0,0,7.9006186,0.99205995,0.11813042,"Contest_10"
111,0,0,3.4491482,0.99310863,0.19330379,"Contest_10"
77,0,0,4.8348184,0.995206,0.069916449,"Contest_10"
122,0,0,2.0714347,0.9919101,0.12344482,"Contest_10"
240,0,0,12.622757,0.99161047,0.17139044,"Contest_10"
380,0,0,5.4651275,0.98262173,0.1116248,"Contest_10"
374,0,0,5.1883564,0.98247188,0.1602881,"Contest_10"
122,0,0,10.895845,0.99565542,0.1457971,"Contest_10"
226,0,0,34.229156,0.98981273,0.062284581,"Contest_10"
210,0,0,11.256492,0.99131083,0.090031423,"Contest_10"
216,0,0,9.8463926,0.99161047,0.1167391,"Contest_10"
79,0,0,4.6208153,0.99475658,0.11793436,"Contest_10"
192,0,0,3.1922419,0.99220973,0.13344993,"Contest_10"
354,0,0,2.3353899,0.98786515,0.039606333,"Contest_10"
131,0,0,4.8463321,0.99415731,0.28801069,"Contest_10"
268,0,0,4.9578233,0.99101126,0.091125935,"Contest_10"
155,0,0,5.2121153,0.99400747,0.11921188,"Contest_10"
58,0,0,3.4264951,0.99655432,0.14580645,"Contest_10"
256,0,0,2.8923309,0.990412,0.045472145,"Contest_10"
113,0,0,2.8703375,0.99445695,0.10244314,"Contest_10"
132,0,0,3.2612853,0.99400747,0.11246523,"Contest_10"
138,0,0,4.8539848,0.99235958,0.16398226,"Contest_10"
294,0,0,4.8728991,0.98966295,0.1497626,"Contest_10"
338,0,0,2.1831949,0.98441947,0.076355666,"Contest_10"
137,0,0,4.1045809,0.99161047,0.21807332,"Contest_10"
135,0,0,14.973828,0.99355805,0.1440962,"Contest_10"
134,0,0,4.8361578,0.99370784,0.17968868,"Contest_10"
500,0,0,7.6004968,0.98157305,0.1351677,"Contest_10"
140,0,0,3.2550876,0.995206,0.18089212,"Contest_10"
127,0,0,11.176629,0.99490637,0.13087268,"Contest_10"
144,0,0,3.7875144,0.99415731,0.2443769,"Contest_10"
140,0,1,3.257025,0.9943071,0.17708941,"Contest_10"
96,0,0,5.4044008,0.99490637,0.12190867,"Contest_10"
151,0,0,5.4438958,0.9919101,0.09613207,"Contest_10"
448,0,0,7.9530778,0.9838202,0.062599964,"Contest_10"
154,0,0,34.056149,0.99295878,0.1505466,"Contest_10"
154,0,0,18.517223,0.99161047,0.12316146,"Contest_10"
225,0,0,11.273632,0.98936331,0.12677194,"Contest_10"
164,0,0,3.2634885,0.99310863,0.11929685,"Contest_10"
124,0,0,33.59293,0.99490637,0.25140071,"Contest_10"
124,0,0,33.59293,0.99490637,0.25140071,"Contest_10"
248,0,0,6.1594148,0.98816478,0.16729443,"Contest_10"
252,0,0,15.073273,0.99101126,0.18953511,"Contest_10"
230,0,0,3.6887429,0.98756552,0.045218248,"Contest_10"
273,0,0,4.8728976,0.98936331,0.098209843,"Contest_10"
109,0,0,7.8706264,0.99340826,0.2197226,"Contest_10"
72,0,0,2.4869325,0.99535578,0.092015587,"Contest_10"
132,0,0,3.2684827,0.99370784,0.067106225,"Contest_10"
97,0,0,4.9740715,0.995206,0.19776115,"Contest_10"
162,0,0,3.4482727,0.99445695,0.32977575,"Contest_10"
493,0,0,17.4611,0.98516852,0.066727728,"Contest_10"
149,0,0,4.842154,0.99370784,0.12578295,"Contest_10"
118,1,1,3.2627752,0.99475658,0.15295441,"Contest_10"
438,0,0,5.0142593,0.98441947,0.11219069,"Contest_10"
222,0,0,38.411663,0.99011236,0.064749315,"Contest_10"
6,0,0,3.0015395,0.99970037,0.97436851,"Contest_10"
32,0,0,36.997002,0.99745321,0.17436853,"Contest_10"
130,0,0,7.8745127,0.99400747,0.12324256,"Contest_10"
188,0,0,4.8612294,0.99161047,0.25750867,"Contest_10"
272,0,0,3.287029,0.98666668,0.042321075,"Contest_10"
118,0,0,14.935876,0.99490637,0.17882805,"Contest_10"
468,0,0,2.1693535,0.97842699,0.084876738,"Contest_10"
90,0,0,4.8139277,0.99550563,0.16798957,"Contest_10"
172,0,0,11.008528,0.9919101,0.066848233,"Contest_10"
225,0,0,4.4968152,0.99101126,0.098886453,"Contest_10"
145,0,0,4.958065,0.99265915,0.12541285,"Contest_10"
35,0,0,4.6809549,0.99790263,0.1923673,"Contest_10"
173,0,0,11.000249,0.99250937,0.18011715,"Contest_10"
162,0,0,2.6661766,0.99235958,0.12130806,"Contest_10"
109,0,0,9.5977793,0.99370784,0.14987254,"Contest_10"
254,0,0,11.260655,0.99086142,0.24399072,"Contest_10"
204,0,0,3.5594659,0.99071163,0.077388033,"Contest_10"
187,0,0,11.00852,0.99011236,0.14501791,"Contest_10"
130,0,0,7.8664379,0.99475658,0.10517702,"Contest_10"
146,0,0,11.211944,0.99220973,0.17403431,"Contest_10"
187,0,0,3.4729843,0.99011236,0.22565244,"Contest_10"
182,0,0,18.535677,0.99235958,0.087309383,"Contest_10"
165,0,0,34.620537,0.99340826,0.26811075,"Contest_10"
193,0,0,3.2826364,0.98966295,0.19926509,"Contest_10"
161,0,0,3.8539326,0.99161047,0.080072977,"Contest_10"
100,0,0,4.8481874,0.99340826,0.31858402,"Contest_10"
165,0,0,11.225822,0.99310863,0.18617412,"Contest_10"
191,0,0,34.694851,0.99146068,0.11048596,"Contest_10"
254,0,0,3.0268445,0.98861426,0.14849292,"Contest_10"
152,0,0,34.684883,0.99400747,0.14770146,"Contest_10"
155,0,0,18.537991,0.99131083,0.070141524,"Contest_10"
343,0,0,2.4898872,0.98127341,0.084584393,"Contest_10"
287,0,0,2.9006884,0.98397005,0.040664647,"Contest_10"
439,0,0,5.0206442,0.9790262,0.091997512,"Contest_10"
367,0,0,3.7556653,0.98636705,0.053320892,"Contest_10"
319,0,0,5.4675789,0.98831463,0.1794764,"Contest_10"
231,0,0,4.8689027,0.98996252,0.13402157,"Contest_10"
150,0,0,5.4218431,0.99460673,0.33329958,"Contest_10"
117,0,0,13.052702,0.99475658,0.26371324,"Contest_10"
398,0,0,34.186333,0.98591763,0.051458981,"Contest_10"
389,0,1,2.8655784,0.98531836,0.13713606,"Contest_10"
136,0,0,9.6240635,0.99340826,0.23459594,"Contest_10"
34,0,0,7.6211715,0.99790263,0.19702193,"Contest_10"
453,0,0,5.1577721,0.98127341,0.078650229,"Contest_10"
145,0,0,11.209696,0.99340826,0.12754883,"Contest_10"
41,0,0,9.3435936,0.99775279,0.17436853,"Contest_10"
136,0,0,33.949261,0.99535578,0.11675811,"Contest_10"
485,0,0,2.5373816,0.98217231,0.072760157,"Contest_10"
80,0,0,3.4079752,0.99655432,0.22443981,"Contest_10"
287,0,0,3.1685433,0.988015,0.15251128,"Contest_10"
189,0,0,5.2376604,0.99265915,0.24021272,"Contest_10"
67,0,0,33.442268,0.99580526,0.19791479,"Contest_10"
384,0,0,6.5604739,0.98157305,0.069146082,"Contest_10"
233,0,0,5.6809835,0.98816478,0.17025095,"Contest_10"
62,0,0,5.3480358,0.99655432,0.12977722,"Contest_10"
232,0,0,5.4597125,0.99116105,0.21729477,"Contest_10"
126,0,0,3.4433782,0.99565542,0.15096354,"Contest_10"
72,0,0,3.2316005,0.99565542,0.23428647,"Contest_10"
150,0,0,3.2635095,0.99460673,0.13698028,"Contest_10"
126,0,0,34.033348,0.99505615,0.38397226,"Contest_10"
124,0,0,4.9636159,0.99445695,0.073182754,"Contest_10"
213,0,0,3.2799833,0.99056178,0.18599883,"Contest_10"
449,0,0,2.1070259,0.98217231,0.10704599,"Contest_10"
109,0,0,38.133938,0.99445695,0.21340653,"Contest_10"
40,0,0,4.9477334,0.99820226,0.4716495,"Contest_10"
200,0,0,15.061338,0.99205995,0.16941796,"Contest_10"
287,0,0,3.2878702,0.98666668,0.099041693,"Contest_10"
111,0,0,10.914552,0.99535578,0.1413933,"Contest_10"
42,0,1,4.8149514,0.99775279,0.23140103,"Contest_10"
283,0,0,38.538986,0.98501873,0.08291243,"Contest_10"
486,0,0,2.30387,0.98277152,0.27137491,"Contest_10"
52,0,0,10.708087,0.99775279,0.37436852,"Contest_10"
424,0,0,3.477262,0.98337078,0.11062658,"Contest_10"
112,0,0,9.600729,0.99460673,0.12670003,"Contest_10"
73,0,0,10.801362,0.99700373,0.23103087,"Contest_10"
407,0,0,2.2570691,0.9838202,0.089946255,"Contest_10"
42,0,0,10.724556,0.99685395,0.15061671,"Contest_10"
300,0,0,3.4127285,0.98591763,0.11762509,"Contest_10"
179,0,0,15.061311,0.98981273,0.11205658,"Contest_10"
167,0,0,7.892015,0.99250937,0.074502245,"Contest_10"
117,0,0,13.431214,0.99340826,0.12402122,"Contest_10"
101,0,0,7.8685446,0.99355805,0.068148054,"Contest_10"
4,2,1,3.9142523,0.99955058,0.6410352,"Contest_10"
66,0,0,33.41589,0.99685395,0.3031902,"Contest_10"
137,0,0,3.4491646,0.99415731,0.20943561,"Contest_10"
210,0,0,2.201566,0.98996252,0.30103701,"Contest_10"
193,0,0,3.0996823,0.98966295,0.20845705,"Contest_10"
72,0,0,33.512741,0.99580526,0.15299343,"Contest_10"
167,0,0,5.4507036,0.99176031,0.061730757,"Contest_10"
179,0,0,19.609608,0.98350352,0.22599027,"Contest_11"
233,0,0,2.4426475,0.97250587,0.11541975,"Contest_11"
208,0,0,2.4418187,0.98114687,0.26259175,"Contest_11"
91,0,0,3.907119,0.98821682,0.1542028,"Contest_11"
139,0,0,14.583013,0.98311079,0.1566536,"Contest_11"
325,0,0,1.6722223,0.96700704,0.060224753,"Contest_11"
262,0,0,2.0028119,0.97132754,0.13338393,"Contest_11"
130,0,0,3.9211609,0.98428911,0.25291154,"Contest_11"
123,0,0,2.4286563,0.98350352,0.17053835,"Contest_11"
81,0,0,16.172821,0.99018067,0.3363674,"Contest_11"
254,0,0,3.8883533,0.97250587,0.32842395,"Contest_11"
328,0,0,3.9562469,0.96111548,0.22170016,"Contest_11"
47,0,0,2.3904331,0.99332285,0.40004829,"Contest_11"
331,0,0,3.9554865,0.97643363,0.16180421,"Contest_11"
384,0,0,2.1076,0.96386486,0.10154179,"Contest_11"
130,3,1,3.9262345,0.98271799,0.11077148,"Contest_11"
169,0,0,5.4303756,0.97839749,0.039241474,"Contest_11"
77,0,1,3.8807197,0.99214453,0.46618214,"Contest_11"
200,0,0,45.228069,0.97957581,0.1239505,"Contest_11"
43,0,0,2.2761462,0.99410838,0.32078898,"Contest_11"
49,0,0,41.579739,0.99410838,0.35212845,"Contest_11"
224,0,1,23.557707,0.97446978,0.17282489,"Contest_11"
78,0,0,3.8988991,0.9866457,0.13175267,"Contest_11"
102,0,0,NA,0.9909662,0.19323866,"Contest_11"
256,0,0,5.4414186,0.97446978,0.31188479,"Contest_11"
275,0,0,1.7145565,0.97446978,0.11000242,"Contest_11"
156,0,0,3.6652865,0.98468184,0.20896322,"Contest_11"
55,0,1,1.9306201,0.991359,0.38801226,"Contest_11"
306,0,0,22.07752,0.97446978,0.1244643,"Contest_11"
229,0,0,7.2597432,0.98114687,0.14095901,"Contest_11"
202,0,0,3.1331098,0.98271799,0.21853486,"Contest_11"
119,0,0,14.075726,0.98625296,0.13656312,"Contest_11"
51,0,0,2.2802854,0.99450117,0.20723756,"Contest_11"
108,0,0,3.9149179,0.98468184,0.16769643,"Contest_11"
141,0,0,39.185917,0.97761196,0.091304645,"Contest_11"
134,0,0,39.146877,0.98507464,0.2518611,"Contest_11"
386,0,1,2.5140996,0.96739984,0.080156758,"Contest_11"
57,0,0,2.3009856,0.99214453,0.46159196,"Contest_11"
214,0,0,7.2917151,0.96386486,0.073353462,"Contest_11"
318,0,0,1.4450495,0.96975648,0.16580844,"Contest_11"
3,0,0,3.5907569,0.99921447,0.97317541,"Contest_11"
214,0,0,7.2917151,0.96386486,0.073353462,"Contest_11"
55,0,0,8.0315905,0.99410838,0.49188775,"Contest_11"
407,0,0,6.3279757,0.97093481,0.13517489,"Contest_11"
90,0,0,2.3206799,0.98821682,0.23527375,"Contest_11"
128,0,0,3.4532781,0.98428911,0.24116924,"Contest_11"
109,0,0,12.747355,0.98743129,0.3316229,"Contest_11"
515,0,0,1.2979782,0.95915163,0.17246456,"Contest_11"
296,0,0,1.5323482,0.96739984,0.12216349,"Contest_11"
241,0,0,3.9476945,0.97996861,0.19771776,"Contest_11"
298,0,0,7.2562642,0.97407699,0.10043903,"Contest_11"
69,0,0,2.3031313,0.99253732,0.3742739,"Contest_11"
58,0,0,5.3010693,0.99410838,0.3036682,"Contest_11"
411,0,0,8.6249638,0.96504319,0.11889569,"Contest_11"
87,0,0,7.2054391,0.99057347,0.21538281,"Contest_11"
85,0,0,3.8860238,0.99057347,0.37434328,"Contest_11"
226,0,0,2.3478363,0.97368419,0.27593237,"Contest_11"
171,0,0,6.5401235,0.97682637,0.13445686,"Contest_11"
92,0,0,3.9040542,0.98939514,0.26494738,"Contest_11"
142,0,0,21.71644,0.98036134,0.10540197,"Contest_11"
105,0,0,21.771938,0.9909662,0.17280214,"Contest_11"
272,0,0,7.2529049,0.97407699,0.29008678,"Contest_11"
367,0,0,1.5909753,0.97289866,0.28567025,"Contest_11"
87,0,0,38.850357,0.98821682,0.12522087,"Contest_11"
87,0,0,1.115496,0.98782402,0.13044383,"Contest_11"
84,0,0,1.8381232,0.98860961,0.18204947,"Contest_11"
312,0,0,2.3469913,0.97564811,0.12388884,"Contest_11"
205,0,0,2.3433278,0.98153967,0.07372912,"Contest_11"
338,0,0,2.3493896,0.97368419,0.078972422,"Contest_11"
171,0,0,42.530491,0.98311079,0.32275918,"Contest_11"
215,0,0,3.9430377,0.97879028,0.23521297,"Contest_11"
220,0,0,42.687183,0.98075414,0.25849316,"Contest_11"
368,0,1,12.452604,0.96700704,0.14341168,"Contest_11"
272,0,0,1.1763204,0.97446978,0.10767334,"Contest_11"
559,0,0,7.3262601,0.95561665,0.083221689,"Contest_11"
144,0,0,7.2204232,0.98271799,0.19902043,"Contest_11"
336,0,0,NA,0.96582878,0.13773751,"Contest_11"
583,0,0,2.073276,0.94972503,0.15248372,"Contest_11"
63,0,0,2.3972144,0.99175179,0.23411477,"Contest_11"
186,0,0,2.3392725,0.98153967,0.34040841,"Contest_11"
67,0,0,41.750465,0.99175179,0.15881848,"Contest_11"
233,0,1,2.4426482,0.97093481,0.052164279,"Contest_11"
219,0,0,2.6975865,0.97800469,0.14608122,"Contest_11"
23,0,0,40.830013,0.9952867,0.2588897,"Contest_11"
84,0,0,19.419827,0.98900235,0.31521252,"Contest_11"
616,0,0,2.1250877,0.95051062,0.18002851,"Contest_11"
64,0,0,7.1014791,0.99293011,0.40444911,"Contest_11"
272,0,1,8.9282913,0.96307933,0.03884533,"Contest_11"
91,0,0,NA,0.98743129,0.17331669,"Contest_11"
74,0,0,2.4124451,0.98743129,0.15613149,"Contest_11"
62,0,0,2.3087533,0.99175179,0.44777849,"Contest_11"
90,0,0,21.837969,0.98625296,0.14028652,"Contest_11"
45,0,0,2.3850272,0.99175179,0.42610648,"Contest_11"
159,0,0,1.6989969,0.98468184,0.19754349,"Contest_11"
218,0,0,2.1071677,0.98389632,0.20007235,"Contest_11"
246,0,0,1.0658321,0.96897095,0.077908017,"Contest_11"
166,0,0,2.2060103,0.98075414,0.15283178,"Contest_11"
73,0,0,5.3470249,0.99214453,0.23201878,"Contest_11"
147,0,0,3.2210755,0.98311079,0.12316196,"Contest_11"
259,0,0,6.1307015,0.97446978,0.15698275,"Contest_11"
345,0,1,2.7571099,0.96897095,0.07577581,"Contest_11"
297,0,0,2.4443929,0.97054201,0.1495177,"Contest_11"
64,0,0,5.3507271,0.99175179,0.43458277,"Contest_11"
238,0,0,2.3488393,0.96739984,0.094673686,"Contest_11"
247,0,0,19.672335,0.97604084,0.38767114,"Contest_11"
170,0,0,NA,0.97918302,0.13346541,"Contest_11"
200,0,1,6.8441195,0.97996861,0.1844123,"Contest_11"
492,0,0,5.020402,0.95915163,0.14011188,"Contest_11"
236,0,0,2.0780644,0.97525531,0.26604968,"Contest_11"
455,0,0,2.4497914,0.96425766,0.23798618,"Contest_11"
235,0,0,2.4403856,0.97407699,0.069662094,"Contest_11"
118,0,0,1.3159376,0.98625296,0.14080928,"Contest_11"
413,0,0,2.3542235,0.96347213,0.13009466,"Contest_11"
149,0,0,2.5133817,0.98468184,0.39644426,"Contest_11"
147,0,0,2.3416259,0.98036134,0.16645762,"Contest_11"
289,0,0,7.3111782,0.96582878,0.15464535,"Contest_11"
493,0,0,2.3551528,0.95600945,0.20868202,"Contest_11"
349,2,1,7.2693501,0.95875883,0.098138049,"Contest_11"
277,0,1,11.137077,0.96857816,0.064406514,"Contest_11"
313,0,0,5.4482007,0.97250587,0.098179452,"Contest_11"
63,0,0,38.712395,0.99018067,0.19050206,"Contest_11"
121,0,0,16.379648,0.98311079,0.44996646,"Contest_11"
83,0,0,21.723478,0.99018067,0.27974024,"Contest_11"
31,0,0,6.9922137,0.99646503,0.65847367,"Contest_11"
170,0,0,45.148952,0.98114687,0.17579548,"Contest_11"
478,0,1,2.3558774,0.95090336,0.13200292,"Contest_11"
239,0,0,42.856853,0.97407699,0.25958577,"Contest_11"
46,0,0,43.587601,0.99410838,0.18507978,"Contest_11"
55,0,0,41.697754,0.99293011,0.45355687,"Contest_11"
185,0,0,2.4371288,0.97721916,0.22087705,"Contest_11"
161,0,0,4.4511657,0.98350352,0.13002029,"Contest_11"
210,1,1,5.4224405,0.97879028,0.24099742,"Contest_11"
175,0,1,19.613047,0.98350352,0.13896321,"Contest_11"
275,0,0,7.2595673,0.97682637,0.29595152,"Contest_11"
289,0,0,22.105797,0.97054201,0.068152204,"Contest_11"
304,0,0,5.4446239,0.97014928,0.11362763,"Contest_11"
295,0,0,5.8847651,0.97879028,0.087628461,"Contest_11"
160,0,0,2.3302822,0.9866457,0.41293776,"Contest_11"
179,0,0,2.3423901,0.98428911,0.25245464,"Contest_11"
198,0,0,2.4363744,0.97800469,0.059971344,"Contest_11"
334,0,0,3.3389657,0.96897095,0.12371103,"Contest_11"
124,0,0,5.4060583,0.98350352,0.22204645,"Contest_11"
99,0,0,21.695358,0.99057347,0.16210911,"Contest_11"
226,0,0,2.4405622,0.97721916,0.20777048,"Contest_11"
166,0,0,8.1486092,0.98389632,0.12492756,"Contest_11"
224,0,0,5.43471,0.98036134,0.28135467,"Contest_11"
41,0,0,41.181492,0.99371564,0.19539763,"Contest_11"
252,0,0,7.2394156,0.97761196,0.20497283,"Contest_11"
155,0,0,NA,0.98586017,0.31533384,"Contest_11"
62,0,0,38.592533,0.99018067,0.10122851,"Contest_11"
208,0,0,5.157114,0.97890949,0.28961164,"Contest_12"
74,0,0,12.91471,0.9886831,0.64212227,"Contest_12"
62,0,0,5.0846782,0.98816872,0.1380063,"Contest_12"
70,0,0,2.5429263,0.98765433,0.32967296,"Contest_12"
60,0,0,10.575593,0.99897116,0.93323511,"Contest_12"
87,0,0,5.8091407,0.98919755,0.35308573,"Contest_12"
345,0,0,8.9932413,0.97067899,0.1222425,"Contest_12"
300,0,0,3.6399727,0.96553499,0.22483893,"Contest_12"
311,0,0,2.5896516,0.96347737,0.30865633,"Contest_12"
35,0,0,10.391516,0.99434155,0.26656845,"Contest_12"
64,0,0,3.9694734,0.9835391,0.1299625,"Contest_12"
248,0,0,22.741337,0.97067899,0.21278173,"Contest_12"
166,0,0,10.729336,0.97839504,0.25231218,"Contest_12"
327,0,0,2.1613882,0.95833331,0.11436848,"Contest_12"
174,0,1,5.5172,0.97942388,0.30511156,"Contest_12"
87,3,1,44.885632,0.99125516,0.39235285,"Contest_12"
211,0,0,2.9139404,0.97222221,0.37040207,"Contest_12"
92,0,0,17.548508,0.98971194,0.55111182,"Contest_12"
326,0,0,1.9505446,0.96141976,0.15980597,"Contest_12"
283,0,0,4.0428357,0.9701646,0.11879616,"Contest_12"
172,0,0,13.044576,0.9809671,0.20411964,"Contest_12"
66,0,0,5.771441,0.98971194,0.37979332,"Contest_12"
156,0,0,2.5803571,0.97942388,0.1789258,"Contest_12"
163,0,0,2.5749893,0.9809671,0.23640507,"Contest_12"
135,0,0,6.3563881,0.98045266,0.177292,"Contest_12"
322,1,1,5.8955674,0.96244854,0.24052356,"Contest_12"
526,0,0,45.639744,0.95421809,0.080595262,"Contest_12"
116,0,0,5.1263108,0.9835391,0.36924821,"Contest_12"
318,0,0,6.3974471,0.9675926,0.15076993,"Contest_12"
217,0,0,6.3799505,0.97633743,0.19689021,"Contest_12"
223,0,0,14.607123,0.96604937,0.14690609,"Contest_12"
157,0,0,17.738575,0.97942388,0.13079792,"Contest_12"
402,0,0,1.7054071,0.95061731,0.05870251,"Contest_12"
181,0,0,3.6304152,0.97993827,0.15377203,"Contest_12"
271,0,0,6.8538241,0.96553499,0.33041424,"Contest_12"
54,0,0,5.0037837,0.99382716,0.56513268,"Contest_12"
157,0,0,17.769125,0.97993827,0.097881496,"Contest_12"
388,0,0,14.658954,0.95884776,0.16300133,"Contest_12"
152,0,0,14.550344,0.97993827,0.25333911,"Contest_12"
1158,0,0,6.8880978,0.93209875,0.1244136,"Contest_12"
321,0,0,13.134968,0.96604937,0.095260359,"Contest_12"
120,0,0,17.649656,0.98405349,0.11747455,"Contest_12"
183,0,0,8.9504595,0.9727366,0.10398848,"Contest_12"
32,0,0,NA,0.99639916,0.59627575,"Contest_12"
184,0,0,9.100296,0.97582304,0.21818402,"Contest_12"
270,0,0,6.7857552,0.96810699,0.20439988,"Contest_12"
177,0,0,14.578551,0.97685188,0.21272981,"Contest_12"
390,0,0,3.6483843,0.95524693,0.27722374,"Contest_12"
105,0,0,6.3488088,0.9809671,0.34132424,"Contest_12"
123,0,0,6.3591032,0.98456788,0.22333318,"Contest_12"
157,2,1,3.6272881,0.97736627,0.24951138,"Contest_12"
148,0,0,2.5749936,0.98302472,0.17247128,"Contest_12"
123,0,0,10.650354,0.98919755,0.55201554,"Contest_12"
61,0,0,3.5706065,0.98919755,0.35912454,"Contest_12"
151,0,0,22.547142,0.98302472,0.16795801,"Contest_12"
84,0,0,5.0935497,0.9886831,0.51091486,"Contest_12"
88,0,0,6.3021989,0.98559672,0.26336586,"Contest_12"
29,0,0,16.969481,0.99588478,0.66656846,"Contest_12"
266,0,0,3.6390488,0.96656376,0.14532349,"Contest_12"
499,0,0,2.8336885,0.93930042,0.13656524,"Contest_12"
92,0,0,5.8424301,0.98405349,0.13155471,"Contest_12"
110,0,1,5.8930655,0.98651111,0.16461894,"Contest_13"
119,0,1,2.7082286,0.98505288,0.39113408,"Contest_13"
136,0,0,5.8985705,0.98505288,0.14352411,"Contest_13"
111,0,1,13.113682,0.98614657,0.1532919,"Contest_13"
106,0,0,37.672909,0.98578197,0.26503044,"Contest_13"
136,0,0,5.7093129,0.98687571,0.57755387,"Contest_13"
103,0,0,2.7024477,0.9879694,0.30420634,"Contest_13"
