"wc","winner","shortlist","peer_dev_lda","peer_dev_jacc","ks_goog","contest"
334,0,0,3.0117631,0.97969544,0.1476589,"Contest_5"
99,0,0,11.387153,0.99280882,0.12845729,"Contest_5"
55,0,0,11.999127,0.99576986,0.11344399,"Contest_5"
78,0,0,NA,0.99619287,0.46898806,"Contest_5"
139,0,0,1.6354884,0.99069375,0.1125361,"Contest_5"
90,0,0,13.387565,0.99450088,0.24896382,"Contest_5"
112,0,0,7.4518309,0.99048221,0.21839416,"Contest_5"
311,0,0,2.6964419,0.97990692,0.10336679,"Contest_5"
59,0,0,8.0438061,0.99386632,0.17370889,"Contest_5"
14,0,0,4.5078216,0.99894249,0.62124586,"Contest_5"
138,0,0,NA,0.9900592,0.088969029,"Contest_5"
793,0,0,3.0935471,0.97186971,0.055455968,"Contest_5"
226,0,0,5.6069036,0.98604059,0.15198795,"Contest_5"
131,0,0,11.45265,0.98963618,0.049817264,"Contest_5"
160,0,0,1.1120539,0.98900169,0.14936835,"Contest_5"
77,0,0,2.6569459,0.99386632,0.11327302,"Contest_5"
353,0,0,2.7034268,0.97779191,0.037984747,"Contest_5"
314,0,0,3.2342868,0.97990692,0.04316498,"Contest_5"
717,0,0,4.1420975,0.96298647,0.039160185,"Contest_5"
34,0,0,2.9073708,0.9970389,0.19960015,"Contest_5"
42,0,0,NA,0.99682742,0.35655236,"Contest_5"
33,0,0,12.881581,0.99746192,0.30366942,"Contest_5"
50,0,0,NA,0.99513537,0.22496095,"Contest_5"
368,0,0,3.0142684,0.9784264,0.047880903,"Contest_5"
51,0,0,9.1663647,0.9959814,0.17772676,"Contest_5"
75,0,0,8.072485,0.99492383,0.30689639,"Contest_5"
26,0,0,4.1125236,0.99767345,0.40403157,"Contest_5"
24,0,0,2.5723214,0.99788493,0.87796605,"Contest_5"
79,0,0,2.6473184,0.99534684,0.44061777,"Contest_5"
85,0,0,NA,0.99428934,0.33201376,"Contest_5"
59,0,0,9.2127733,0.99534684,0.20623353,"Contest_5"
35,0,0,2.5624945,0.99767345,0.90971124,"Contest_5"
439,0,0,3.2445641,0.97504228,0.069438383,"Contest_5"
79,0,0,5.5733314,0.99386632,0.144401,"Contest_5"
50,0,0,14.425363,0.99661589,0.38433015,"Contest_5"
110,0,0,4.2487993,0.99259728,0.077912502,"Contest_5"
131,0,0,5.2071252,0.99259728,0.18987586,"Contest_5"
26,0,0,2.8288071,0.99788493,0.43969935,"Contest_5"
110,0,0,4.2360244,0.99280882,0.070437327,"Contest_5"
311,0,0,2.8924153,0.98032993,0.07284753,"Contest_5"
239,0,0,3.0066686,0.98329103,0.23890586,"Contest_5"
656,0,0,4.710125,0.96510154,0.10971183,"Contest_5"
122,0,0,13.417114,0.99407786,0.19823112,"Contest_5"
247,0,0,5.4234409,0.98350257,0.095016792,"Contest_5"
148,0,0,13.475827,0.98879021,0.26349732,"Contest_5"
505,0,0,2.9402847,0.96869713,0.047810841,"Contest_5"
480,0,0,3.1553142,0.97144669,0.15810321,"Contest_5"
90,0,0,11.36838,0.99386632,0.27826774,"Contest_5"
126,0,0,11.197108,0.9930203,0.11476623,"Contest_5"
217,0,0,9.4275103,0.98604059,0.17238434,"Contest_5"
205,0,0,2.6889935,0.98752117,0.073785633,"Contest_5"
119,0,0,NA,0.99153978,0.072046973,"Contest_5"
97,0,0,2.660712,0.99428934,0.14320602,"Contest_5"
204,0,0,11.492866,0.98582911,0.055226993,"Contest_5"
133,0,0,5.0840607,0.9883672,0.084723584,"Contest_5"
159,0,0,1.6389881,0.98900169,0.21692108,"Contest_5"
102,0,0,5.6162896,0.99259728,0.22087502,"Contest_5"
58,0,0,4.1784072,0.99619287,0.25828299,"Contest_5"
191,0,0,2.9499538,0.98709816,0.25060216,"Contest_5"
70,0,0,5.594203,0.99323183,0.2692377,"Contest_5"
54,0,0,8.599185,0.99640441,0.35099214,"Contest_5"
164,0,0,8.1383142,0.99090523,0.070101038,"Contest_5"
218,0,0,8.1660385,0.98752117,0.19883765,"Contest_5"
230,0,0,4.2254186,0.9900592,0.17701903,"Contest_5"
57,0,0,14.589873,0.99576986,0.22789307,"Contest_5"
418,0,0,2.6583698,0.97715735,0.048367716,"Contest_5"
62,0,0,9.2024193,0.9959814,0.46066499,"Contest_5"
44,0,0,9.1371861,0.99640441,0.28791249,"Contest_5"
236,0,0,3.1003704,0.98625213,0.22799815,"Contest_5"
83,0,0,2.6709223,0.99344331,0.33191246,"Contest_5"
207,0,0,11.496968,0.98879021,0.10051825,"Contest_5"
260,0,0,2.6915865,0.98456007,0.10527617,"Contest_5"
205,0,0,8.1642857,0.9883672,0.05279126,"Contest_5"
233,0,0,11.491755,0.98752117,0.11267482,"Contest_5"
208,0,0,4.2763948,0.98773265,0.10213566,"Contest_5"
158,0,0,2.7166691,0.98942471,0.06661313,"Contest_5"
124,0,0,3.7455378,0.98900169,0.14603275,"Contest_5"
178,0,0,9.3934069,0.99048221,0.17518444,"Contest_5"
47,0,1,1.5949367,0.99576986,0.28791249,"Contest_5"
106,0,0,20.662741,0.99217427,0.13513733,"Contest_5"
312,0,0,9.4411659,0.98202199,0.089731961,"Contest_5"
167,0,0,6.1089807,0.98921317,0.1302197,"Contest_5"
187,0,0,3.2180758,0.98857868,0.1592859,"Contest_5"
155,0,0,2.5489619,0.98900169,0.17003052,"Contest_5"
135,0,0,1.184775,0.99111676,0.19788992,"Contest_5"
104,0,0,9.3600969,0.99090523,0.069375493,"Contest_5"
118,0,0,7.4718328,0.99069375,0.053664245,"Contest_5"
133,0,0,4.2066007,0.99069375,0.061523449,"Contest_5"
41,0,0,20.009512,0.99725044,0.17276099,"Contest_5"
255,0,0,2.1101551,0.98921317,0.088012278,"Contest_5"
272,0,0,1.0458764,0.98286802,0.049970988,"Contest_5"
110,0,0,2.9831417,0.9930203,0.3214635,"Contest_5"
120,0,0,2.3317506,0.99111676,0.3284032,"Contest_5"
55,0,0,4.1783938,0.99619287,0.14688686,"Contest_5"
190,0,0,2.9968321,0.98879021,0.067060396,"Contest_5"
244,0,0,NA,0.98582911,0.14025912,"Contest_5"
97,0,0,20.591883,0.99344331,0.27277911,"Contest_5"
12,0,0,5.0973692,0.99873096,0.95457917,"Contest_5"
258,0,0,4.2755895,0.98709816,0.19687499,"Contest_5"
187,0,0,1.656828,0.98900169,0.034154024,"Contest_5"
222,0,0,2.6878884,0.98625213,0.10972213,"Contest_5"
241,0,0,2.2340889,0.98223352,0.1638982,"Contest_5"
160,0,0,NA,0.98794419,0.078921154,"Contest_5"
408,0,0,NA,0.9784264,0.084676668,"Contest_5"
185,0,0,1.2870644,0.98773265,0.15917411,"Contest_5"
145,0,0,NA,0.99048221,0.26116914,"Contest_5"
199,0,0,2.3189659,0.98857868,0.077641211,"Contest_5"
127,0,0,11.443924,0.9900592,0.052925728,"Contest_5"
408,0,0,3.1867914,0.97567683,0.12715876,"Contest_5"
221,0,0,20.799843,0.98730963,0.090068072,"Contest_5"
301,0,0,3.0057495,0.98413706,0.12717624,"Contest_5"
339,1,1,3.5385365,0.9813875,0.22043118,"Contest_5"
349,0,0,1.9328339,0.97863787,0.12812972,"Contest_5"
200,0,0,20.792084,0.98794419,0.078463919,"Contest_5"
723,0,0,1.4752772,0.96319795,0.10101592,"Contest_5"
211,0,0,3.0055902,0.98350257,0.099006727,"Contest_5"
62,0,0,2.9647648,0.99386632,0.21442099,"Contest_5"
146,0,0,2.7599988,0.9900592,0.091782525,"Contest_5"
156,0,0,4.1088719,0.98942471,0.067096896,"Contest_5"
442,0,0,4.2900152,0.97927243,0.036031578,"Contest_5"
88,0,0,4.2273788,0.99280882,0.23787248,"Contest_5"
397,0,0,2.609226,0.97863787,0.089066304,"Contest_5"
1336,0,0,3.2590394,0.94014382,0.061360899,"Contest_5"
313,0,0,2.0451446,0.97821492,0.24728119,"Contest_5"
204,0,0,7.7116132,0.98646361,0.11968097,"Contest_5"
980,0,0,5.0733609,0.95664126,0.19262587,"Contest_5"
83,0,0,1.9394221,0.99407786,0.26986128,"Contest_5"
210,0,0,2.6885736,0.98857868,0.071466364,"Contest_5"
205,0,0,1.6418211,0.98752117,0.10014731,"Contest_5"
226,0,0,5.6612539,0.98498309,0.05344528,"Contest_5"
57,0,0,7.3517923,0.99576986,0.16422127,"Contest_5"
193,0,0,8.1737452,0.98752117,0.11061127,"Contest_5"
264,0,0,2.6935985,0.98498309,0.060082391,"Contest_5"
45,0,0,2.6116121,0.99661589,0.34728593,"Contest_5"
153,0,0,2.1078792,0.98984772,0.088455454,"Contest_5"
232,0,0,2.5668261,0.98625213,0.042187382,"Contest_5"
53,0,0,5.4934087,0.99640441,0.29795864,"Contest_5"
91,0,0,2.6491728,0.99555838,0.24094941,"Contest_5"
53,0,0,2.9345624,0.99576986,0.25819087,"Contest_5"
211,0,0,2.6894133,0.98667514,0.10688641,"Contest_5"
84,0,0,4.4306188,0.99428934,0.093087412,"Contest_5"
67,0,0,NA,0.99492383,0.24292034,"Contest_5"
58,0,0,4.1783967,0.99555838,0.43232113,"Contest_5"
67,0,0,3.4583101,0.99428934,0.13702933,"Contest_5"
179,0,0,9.412178,0.98688662,0.13596331,"Contest_5"
240,0,0,4.2783589,0.9854061,0.22972123,"Contest_5"
312,0,0,6.3468857,0.98265654,0.20608629,"Contest_5"
213,0,0,5.3742943,0.98582911,0.052114319,"Contest_5"
145,0,0,5.6310153,0.99069375,0.21740814,"Contest_5"
91,0,0,2.9691114,0.99323183,0.16027293,"Contest_5"
55,0,0,20.280855,0.99576986,0.12124583,"Contest_5"
114,0,0,9.3524532,0.99280882,0.14821039,"Contest_5"
311,0,0,2.7931149,0.9784264,0.19094652,"Contest_5"
144,0,0,1.7962101,0.98900169,0.10119958,"Contest_5"
167,0,0,NA,0.99048221,0.064662844,"Contest_5"
226,0,0,1.8985413,0.98667514,0.13881765,"Contest_5"
182,0,0,14.889813,0.98604059,0.14537601,"Contest_5"
73,0,0,9.3237419,0.9930203,0.09150245,"Contest_5"
80,0,0,2.964792,0.99661589,0.29627731,"Contest_5"
120,0,0,14.819789,0.99175125,0.092132211,"Contest_5"
45,0,0,10.98921,0.99725044,0.29888219,"Contest_5"
102,0,0,13.403234,0.99217427,0.19958746,"Contest_5"
82,0,0,2.652534,0.99534684,0.27969512,"Contest_5"
258,0,0,1.8897254,0.98307955,0.069006011,"Contest_5"
158,0,0,2.9474478,0.98582911,0.046907268,"Contest_5"
109,0,0,11.399331,0.99259728,0.21889824,"Contest_5"
220,0,0,1.8115833,0.98815566,0.1365146,"Contest_5"
191,0,0,9.4193325,0.98963618,0.075636186,"Contest_5"
107,0,0,11.382726,0.99153978,0.11553945,"Contest_5"
131,0,0,14.848421,0.99090523,0.10523876,"Contest_5"
107,0,0,7.4560432,0.99090523,0.10989443,"Contest_5"
274,0,0,13.552035,0.98223352,0.19701201,"Contest_5"
86,0,0,4.2274079,0.99450088,0.11941433,"Contest_5"
93,0,0,13.387575,0.99323183,0.31251332,"Contest_5"
208,0,0,4.2777696,0.98709816,0.18884969,"Contest_5"
112,0,0,6.2428713,0.99196279,0.26859519,"Contest_5"
218,0,0,11.50771,0.98477155,0.11407588,"Contest_5"
493,0,0,2.699827,0.97906089,0.094604746,"Contest_5"
101,0,0,13.398192,0.99259728,0.17454885,"Contest_5"
178,0,0,3.1002057,0.98773265,0.22129279,"Contest_5"
36,0,0,5.5021949,0.99682742,0.22760253,"Contest_5"
171,0,0,2.9964852,0.98667514,0.1109712,"Contest_5"
129,0,0,2.67487,0.99027073,0.16002357,"Contest_5"
308,0,0,4.2837758,0.98519456,0.068452813,"Contest_5"
126,0,0,20.681412,0.99217427,0.15748988,"Contest_5"
90,0,0,5.6012759,0.99471235,0.095485143,"Contest_5"
46,0,0,2.6201558,0.9959814,0.32600552,"Contest_5"
136,0,0,8.1298628,0.9900592,0.14457676,"Contest_5"
245,0,0,20.831507,0.98625213,0.31840321,"Contest_5"
48,0,0,7.9554381,0.99619287,0.18708777,"Contest_5"
206,0,0,5.6506486,0.98900169,0.14718205,"Contest_5"
89,0,0,14.726648,0.99259728,0.13639735,"Contest_5"
181,0,0,2.9975035,0.98879021,0.15076764,"Contest_5"
260,0,0,2.1110153,0.98561758,0.10330098,"Contest_5"
221,0,0,3.0016608,0.98646361,0.063187383,"Contest_5"
367,0,0,4.2859254,0.98223352,0.060208749,"Contest_5"
126,0,0,7.4733272,0.99153978,0.15668058,"Contest_5"
346,0,0,5.6767178,0.97821492,0.17210123,"Contest_5"
308,0,0,20.89226,0.98054147,0.13455282,"Contest_5"
69,0,0,NA,0.99471235,0.091935359,"Contest_5"
168,3,1,8.1651087,0.99090523,0.1498366,"Contest_5"
129,0,0,NA,0.99259728,0.20875777,"Contest_5"
178,0,0,11.460419,0.98942471,0.2488288,"Contest_5"
283,0,0,2.5501316,0.98329103,0.17172337,"Contest_5"
44,0,0,7.916029,0.99640441,0.12186392,"Contest_5"
662,0,0,4.537365,0.97377324,0.074523471,"Contest_5"
365,0,0,6.4832335,0.98054147,0.1231073,"Contest_5"
248,0,0,8.1838284,0.98434854,0.28873685,"Contest_5"
59,0,0,5.5528212,0.99471235,0.17871709,"Contest_5"
102,0,0,8.0907936,0.99217427,0.13424927,"Contest_5"
140,0,0,9.3669901,0.99153978,0.13907509,"Contest_5"
75,0,0,NA,0.9923858,0.13187104,"Contest_5"
77,0,0,2.9578533,0.99407786,0.44896132,"Contest_5"
133,0,0,NA,0.99048221,0.20273098,"Contest_5"
263,0,0,3.3251402,0.98561758,0.057110861,"Contest_5"
80,0,0,2.8084729,0.99555838,0.10807817,"Contest_5"
58,0,0,2.6273355,0.99534684,0.1803418,"Contest_5"
83,0,0,2.9439425,0.99555838,0.25869519,"Contest_5"
217,0,0,13.531802,0.98646361,0.079105906,"Contest_5"
90,0,0,13.392994,0.99090523,0.13126913,"Contest_5"
135,0,0,NA,0.99153978,0.11681522,"Contest_5"
103,0,0,2.6618693,0.9923858,0.074515432,"Contest_5"
143,0,0,2.9872141,0.99153978,0.090549447,"Contest_5"
28,0,0,NA,0.99788493,0.20457917,"Contest_5"
82,0,0,NA,0.99492383,0.16013514,"Contest_5"
197,0,0,5.651206,0.98773265,0.10531063,"Contest_5"
167,3,1,7.4838314,0.98963618,0.091567069,"Contest_5"
154,0,0,14.836656,0.99069375,0.068592824,"Contest_5"
34,0,0,4.1484256,0.99555838,0.13400671,"Contest_5"
67,0,0,5.5658102,0.99450088,0.40541703,"Contest_5"
108,0,0,5.5041523,0.99280882,0.22189145,"Contest_5"
253,0,0,7.5190487,0.98456007,0.075923689,"Contest_5"
99,0,0,2.6701646,0.99471235,0.18657303,"Contest_5"
110,0,0,14.726661,0.99450088,0.34845275,"Contest_5"
160,0,0,14.866038,0.98879021,0.11548873,"Contest_5"
91,0,0,3.1638546,0.99450088,0.30817172,"Contest_5"
75,0,1,9.2479048,0.99555838,0.10696012,"Contest_5"
78,0,0,14.702952,0.99386632,0.22145917,"Contest_5"
192,0,0,2.1938207,0.9883672,0.049329594,"Contest_5"
109,0,0,14.740687,0.99365485,0.12603289,"Contest_5"
104,0,0,13.408032,0.99365485,0.15065759,"Contest_5"
92,0,0,1.8684055,0.99175125,0.22056617,"Contest_5"
108,0,0,2.4583936,0.99280882,0.084491104,"Contest_5"
74,3,1,5.5617399,0.99534684,0.33372143,"Contest_5"
137,0,0,7.4814253,0.99090523,0.046847753,"Contest_5"
54,0,1,9.191288,0.99555838,0.12026933,"Contest_5"
180,0,0,7.5959172,0.98752117,0.071942598,"Contest_5"
27,0,0,5.3309321,0.99851948,0.47739178,"Contest_5"
157,2,1,11.476702,0.98815566,0.1268684,"Contest_5"
49,0,0,9.1793442,0.99640441,0.43998826,"Contest_5"
111,0,0,20.634405,0.99175125,0.085013948,"Contest_5"
122,0,0,2.9845879,0.99048221,0.12082753,"Contest_5"
127,0,0,NA,0.97509581,0.28367865,"Contest_6"
85,0,0,3.6714485,0.98467433,0.2116155,"Contest_6"
84,0,0,35.395344,0.98467433,0.14368309,"Contest_6"
107,0,0,35.715508,0.9789272,0.11482929,"Contest_6"
271,0,0,7.5657187,0.96072799,0.13240199,"Contest_6"
289,0,0,1.508682,0.94731802,0.03799919,"Contest_6"
47,0,0,9.4290047,0.98850572,0.38465822,"Contest_6"
85,0,0,2.5659904,0.98084289,0.17412601,"Contest_6"
80,0,0,2.5704782,0.96934867,0.15995075,"Contest_6"
40,0,0,2.5330837,0.98659003,0.34959775,"Contest_6"
30,0,0,3.5711341,0.98946363,0.24521564,"Contest_6"
75,0,0,3.6525059,0.98180079,0.21993358,"Contest_6"
122,0,0,2.6068571,0.96934867,0.17701891,"Contest_6"
18,0,0,2.4837244,0.98850572,0.365352,"Contest_6"
73,0,0,NA,0.98850572,0.2824814,"Contest_6"
112,0,0,2.5978661,0.97509581,0.15755145,"Contest_6"
29,0,0,13.206798,0.99329501,0.26405588,"Contest_6"
24,0,0,16.22263,0.99233717,0.38291362,"Contest_6"
111,0,0,9.6021414,0.97222221,0.19339094,"Contest_6"
25,0,0,2.5237529,0.98946363,0.44712934,"Contest_6"
66,0,0,NA,0.98754787,0.26432407,"Contest_6"
234,0,0,13.899332,0.96455938,0.12952742,"Contest_6"
778,0,0,3.8104906,0.91283524,0.091808736,"Contest_6"
315,0,0,2.6256986,0.95306516,0.22467779,"Contest_6"
97,0,0,9.5785351,0.98371649,0.15291406,"Contest_6"
132,0,0,17.110983,0.9741379,0.053282715,"Contest_6"
292,0,0,1.0206304,0.9511494,0.18825349,"Contest_6"
26,0,0,3.5711424,0.99329501,0.23007013,"Contest_6"
347,0,0,4.0150681,0.94827586,0.088194288,"Contest_6"
34,0,0,3.6439097,0.98659003,0.21071772,"Contest_6"
95,0,0,3.7012887,0.9741379,0.19307287,"Contest_6"
205,0,0,2.5903561,0.95977014,0.080186732,"Contest_6"
233,3,1,2.5998023,0.94923371,0.1423568,"Contest_6"
122,1,1,2.5829787,0.97318006,0.080408014,"Contest_6"
97,2,1,3.6695099,0.97988504,0.18225634,"Contest_6"
40,0,0,16.472183,0.98850572,0.46395901,"Contest_6"
24,0,0,2.4747703,0.99329501,0.40405351,"Contest_6"
23,0,0,3.4785953,0.99521071,0.35282812,"Contest_6"
178,0,0,15.422824,0.96934867,0.075045936,"Contest_6"
163,0,0,7.5294218,0.95785439,0.17382872,"Contest_6"
183,0,0,2.6123507,0.96743298,0.1636726,"Contest_6"
48,0,0,NA,0.98946363,0.47548211,"Contest_6"
36,0,0,NA,0.98981076,0.425161,"Contest_7"
70,0,1,13.077551,0.98981076,0.38141936,"Contest_7"
109,0,0,13.266942,0.97889376,0.18542288,"Contest_7"
91,0,0,1.978864,0.97962153,0.20076711,"Contest_7"
79,0,0,16.319788,0.98762739,0.16244689,"Contest_7"
145,0,0,7.0424271,0.97161573,0.22779505,"Contest_7"
96,0,0,1.981534,0.97962153,0.3775984,"Contest_7"
200,0,0,3.040751,0.97016013,0.11382043,"Contest_7"
140,0,0,16.449831,0.97889376,0.16853331,"Contest_7"
92,0,1,1.6735309,0.98398834,0.25327036,"Contest_7"
103,1,1,18.844072,0.98398834,0.25544155,"Contest_7"
164,0,0,10.49241,0.96797669,0.14082031,"Contest_7"
94,0,0,10.380643,0.98107713,0.21755609,"Contest_7"
104,0,1,1.9809084,0.98034936,0.35956869,"Contest_7"
289,0,0,5.5705409,0.96069866,0.12789492,"Contest_7"
113,0,0,4.663959,0.98326057,0.38570663,"Contest_7"
80,0,0,3.0096905,0.98762739,0.34370857,"Contest_7"
73,0,0,1.9566747,0.98835516,0.36666951,"Contest_7"
326,2,1,19.111189,0.95560408,0.12817302,"Contest_7"
28,0,0,30.695065,0.99490541,0.47319424,"Contest_7"
346,0,1,2.3450069,0.95269287,0.31458679,"Contest_7"
32,0,1,2.869782,0.99490541,0.61563718,"Contest_7"
34,0,1,2.7270222,0.99781662,0.63422275,"Contest_7"
150,0,1,4.6865811,0.96943229,0.14621796,"Contest_7"
141,0,0,7.0236554,0.97671032,0.14901842,"Contest_7"
440,0,0,5.244936,0.95269287,0.11596218,"Contest_7"
794,0,0,2.5719728,0.91557497,0.081765443,"Contest_7"
168,0,0,1.9892182,0.98107713,0.19277097,"Contest_7"
203,0,0,3.0410926,0.96724892,0.19517602,"Contest_7"
238,3,1,8.5439205,0.96215427,0.076423429,"Contest_7"
102,0,0,NA,0.98180497,0.14704326,"Contest_7"
81,0,0,1.1874759,0.98180497,0.20003581,"Contest_7"
108,0,0,1.9877957,0.9723435,0.18168251,"Contest_7"
346,0,0,1.1139053,0.95851529,0.11698815,"Contest_7"
128,0,0,6.9986281,0.98180497,0.22657637,"Contest_7"
24,0,0,7.5671282,0.99126637,0.28249979,"Contest_7"
150,0,0,1.9913272,0.97161573,0.26011738,"Contest_7"
251,0,0,6.8689156,0.9628821,0.10992961,"Contest_7"
175,0,0,3.039289,0.96797669,0.10510869,"Contest_7"
187,0,0,13.613296,0.97307134,0.13452779,"Contest_7"
213,0,1,7.0666704,0.96652108,0.12451962,"Contest_7"
284,0,0,2.0003884,0.9534207,0.12961751,"Contest_7"
193,0,0,10.526663,0.95924306,0.13283551,"Contest_7"
63,0,1,2.9946983,0.98617178,0.38316673,"Contest_7"
60,0,1,16.247562,0.98617178,0.17119275,"Contest_7"
131,0,0,13.539185,0.97452694,0.36149055,"Contest_7"
158,0,0,3.0348892,0.97161573,0.5550108,"Contest_7"
158,0,0,13.584824,0.9723435,0.19477689,"Contest_7"
53,0,0,7.6984992,0.98617178,0.3086921,"Contest_7"
91,0,0,1.9765159,0.98762739,0.27949747,"Contest_7"
58,0,0,7.7661724,0.98617178,0.19627334,"Contest_7"
58,0,0,13.046564,0.98908299,0.3595691,"Contest_7"
73,0,0,6.9593115,0.98471618,0.56968772,"Contest_7"
104,0,1,NA,0.98544395,0.52039909,"Contest_7"
55,0,0,32.432652,0.9905386,0.22254176,"Contest_7"
226,0,0,1.9948883,0.96797669,0.28874832,"Contest_7"
46,0,0,5.0508075,0.99750113,0.31514692,"Contest_8"
1300,0,0,8.1546116,0.95343024,0.12866317,"Contest_8"
195,0,0,3.7695546,0.98614264,0.06894692,"Contest_8"
108,0,1,3.5662978,0.98977739,0.14812389,"Contest_8"
229,0,0,1.9605694,0.98909587,0.21660565,"Contest_8"
179,0,0,17.221195,0.99114037,0.14215186,"Contest_8"
125,0,0,7.7184,0.98909587,0.082837544,"Contest_8"
102,0,0,1.9444633,0.99273056,0.15622503,"Contest_8"
71,0,0,5.2346387,0.99386644,0.1802862,"Contest_8"
150,0,0,17.19199,0.99000454,0.23974746,"Contest_8"
349,0,0,46.836781,0.97342116,0.11552144,"Contest_8"
11,0,0,9.5410204,0.99840981,0.47266477,"Contest_8"
91,0,0,17.427851,0.99295777,0.12199113,"Contest_8"
174,0,0,1.0652863,0.98932302,0.15801793,"Contest_8"
229,0,0,3.2967181,0.9827351,0.17835933,"Contest_8"
102,0,0,6.8101292,0.99091321,0.13747375,"Contest_8"
179,0,0,17.622868,0.98296231,0.086754337,"Contest_8"
52,0,0,14.317474,0.99568379,0.22053376,"Contest_8"
76,0,0,6.6995082,0.9940936,0.1703189,"Contest_8"
175,0,0,5.3479266,0.98614264,0.23113619,"Contest_8"
92,0,0,6.7477589,0.99182189,0.17334971,"Contest_8"
166,0,0,10.33083,0.99159473,0.14446701,"Contest_8"
73,0,0,7.9817429,0.9945479,0.13181359,"Contest_8"
153,0,0,7.7114305,0.99000454,0.14071427,"Contest_8"
178,0,0,10.355507,0.99023169,0.16758089,"Contest_8"
183,0,0,3.3964231,0.98727852,0.055767994,"Contest_8"
47,0,0,14.341818,0.99522942,0.23909979,"Contest_8"
35,0,0,6.6722326,0.9961381,0.22217987,"Contest_8"
113,0,0,NA,0.9925034,0.11926274,"Contest_8"
77,0,0,17.335112,0.99295777,0.090038702,"Contest_8"
275,0,0,4.060801,0.98296231,0.1455311,"Contest_8"
121,0,0,10.292859,0.99386644,0.23181359,"Contest_8"
201,0,0,3.6604221,0.98591548,0.094584644,"Contest_8"
251,0,0,1.9635882,0.98296231,0.095234193,"Contest_8"
65,0,0,5.1917768,0.99545664,0.20403582,"Contest_8"
53,0,0,16.967764,0.9940936,0.19143744,"Contest_8"
132,0,0,46.409874,0.9886415,0.17856835,"Contest_8"
161,0,0,3.8532095,0.98841435,0.047992088,"Contest_8"
163,0,0,17.569311,0.98773283,0.12579115,"Contest_8"
330,0,0,37.874298,0.98000908,0.1454863,"Contest_8"
392,0,0,5.3102961,0.97637439,0.10508655,"Contest_8"
101,0,0,6.7692647,0.9925034,0.18264669,"Contest_8"
260,0,0,8.1109657,0.98023623,0.069428787,"Contest_8"
102,0,0,1.9422772,0.99318492,0.20970181,"Contest_8"
161,0,0,8.0746222,0.99068606,0.06123779,"Contest_8"
90,0,0,6.7934184,0.99114037,0.1300891,"Contest_8"
587,0,0,17.395144,0.96456158,0.15015909,"Contest_8"
65,0,0,1.9306417,0.99341208,0.35500774,"Contest_8"
128,0,0,3.5626476,0.9920491,0.22483839,"Contest_8"
77,0,0,NA,0.99386644,0.12467074,"Contest_8"
87,0,0,5.6079988,0.99500227,0.16524541,"Contest_8"
112,3,1,17.203766,0.99136758,0.33209214,"Contest_8"
555,0,0,5.3149762,0.97160381,0.062252339,"Contest_8"
130,0,0,6.8086972,0.99136758,0.11046856,"Contest_8"
75,0,0,6.6908193,0.9945479,0.11514693,"Contest_8"
55,0,0,14.421828,0.9945479,0.18454786,"Contest_8"
602,0,1,2.7022378,0.96978647,0.19488536,"Contest_8"
198,0,0,NA,0.98159927,0.25487489,"Contest_8"
198,0,0,NA,0.98159927,0.25487489,"Contest_8"
20,0,1,1.869133,0.9979555,0.26752788,"Contest_8"
303,0,0,NA,0.97887325,0.1386085,"Contest_8"
504,0,0,2.6069484,0.97387552,0.11972579,"Contest_8"
466,0,0,1.7716997,0.97296685,0.18787773,"Contest_8"
165,0,0,10.355494,0.986597,0.14607063,"Contest_8"
764,0,0,10.447684,0.95729214,0.021175301,"Contest_8"
556,0,0,5.0778956,0.96319854,0.0608017,"Contest_8"
151,0,0,4.0211158,0.99091321,0.15112747,"Contest_8"
86,0,0,NA,0.9925034,0.22030401,"Contest_8"
79,0,0,6.7176228,0.9925034,0.16363177,"Contest_8"
920,0,0,3.6487648,0.95184004,0.080174297,"Contest_8"
66,0,0,17.266905,0.99500227,0.21990883,"Contest_8"
77,0,0,3.5187011,0.9940936,0.25933823,"Contest_8"
55,0,0,37.165012,0.9940936,0.21121234,"Contest_8"
62,0,0,6.0905776,0.99636531,0.26029843,"Contest_8"
97,0,0,6.7392612,0.9925034,0.21343474,"Contest_8"
71,0,0,10.213288,0.99386644,0.15585001,"Contest_8"
119,0,0,6.7893085,0.99182189,0.14044666,"Contest_8"
86,0,0,1.9444604,0.99273056,0.17092228,"Contest_8"
365,0,0,1.968442,0.97501135,0.098276041,"Contest_8"
109,0,0,2.101702,0.99318492,0.14871818,"Contest_8"
383,0,0,2.1008532,0.9752385,0.062304288,"Contest_8"
75,0,0,16.901714,0.99522942,0.33467427,"Contest_8"
21,0,0,6.3044581,0.99818265,0.38181359,"Contest_8"
102,0,0,1.9463764,0.99182189,0.17016086,"Contest_8"
111,0,0,37.483364,0.99136758,0.31824774,"Contest_8"
102,0,0,6.7692728,0.99273056,0.25142086,"Contest_8"
688,0,0,2.1486371,0.95888233,0.16002743,"Contest_8"
453,0,0,4.3313885,0.97183096,0.097807907,"Contest_8"
158,0,0,2.3806019,0.98523396,0.19157934,"Contest_8"
186,0,0,12.345264,0.98591548,0.04435372,"Contest_8"
97,0,0,NA,0.99363923,0.18345878,"Contest_8"
123,0,0,1.9517227,0.99091321,0.19685049,"Contest_8"
292,0,0,1.1238149,0.98296231,0.1438861,"Contest_8"
